Link,Team,CTRCT,Cap Hit,Image
https://www.eliteprospects.com/player/522440/martin-rysavy,Columbus Blue Jackets,,,columbus_blue_jackets.png
https://www.eliteprospects.com/player/620329/kirill-dolzhenkov,Columbus Blue Jackets,,,columbus_blue_jackets.png
https://www.eliteprospects.com/player/644351/james-fisher,Columbus Blue Jackets,,,columbus_blue_jackets.png
https://www.eliteprospects.com/player/186311/zach-werenski,Columbus Blue Jackets,27/28,"$9,583,333",columbus_blue_jackets.png
https://www.eliteprospects.com/player/242584/ivan-provorov,Columbus Blue Jackets,24/25,"$6,750,000",columbus_blue_jackets.png
https://www.eliteprospects.com/player/55867/damon-severson,Columbus Blue Jackets,30/31,"$6,250,000",columbus_blue_jackets.png
https://www.eliteprospects.com/player/31282/erik-gudbranson,Columbus Blue Jackets,25/26,"$4,000,000",columbus_blue_jackets.png
https://www.eliteprospects.com/player/559522/david-ji%C5%99i%C4%8Dek,Columbus Blue Jackets,25/26,"$918,333",columbus_blue_jackets.png
https://www.eliteprospects.com/player/321687/jordan-harris,Columbus Blue Jackets,24/25,"$1,400,000",columbus_blue_jackets.png
https://www.eliteprospects.com/player/9205/jack-johnson,Columbus Blue Jackets,24/25,"$775,000",columbus_blue_jackets.png
https://www.eliteprospects.com/player/297920/jake-christiansen,Columbus Blue Jackets,24/25,"$775,000",columbus_blue_jackets.png
https://www.eliteprospects.com/player/570931/denton-mateychuk,Columbus Blue Jackets,26/27,"$886,666",columbus_blue_jackets.png
https://www.eliteprospects.com/player/428002/stanislav-svozil,Columbus Blue Jackets,25/26,"$825,000",columbus_blue_jackets.png
https://www.eliteprospects.com/player/423667/samuel-knazko,Columbus Blue Jackets,24/25,"$847,500",columbus_blue_jackets.png
https://www.eliteprospects.com/player/475841/corson-ceulemans,Columbus Blue Jackets,25/26,"$925,000",columbus_blue_jackets.png
https://www.eliteprospects.com/player/282470/cole-clayton,Columbus Blue Jackets,24/25,"$810,000",columbus_blue_jackets.png
https://www.eliteprospects.com/player/477881/ole-julian-bjorgvik-holm,Columbus Blue Jackets,24/25,"$825,000",columbus_blue_jackets.png
https://www.eliteprospects.com/player/597844/charlie-elick,Columbus Blue Jackets,,,columbus_blue_jackets.png
https://www.eliteprospects.com/player/726394/luca-marrelli,Columbus Blue Jackets,,,columbus_blue_jackets.png
https://www.eliteprospects.com/player/637628/andrew-strathmann,Columbus Blue Jackets,,,columbus_blue_jackets.png
https://www.eliteprospects.com/player/512181/aidan-hreschuk,Columbus Blue Jackets,,,columbus_blue_jackets.png
https://www.eliteprospects.com/player/643357/luke-ashton,Columbus Blue Jackets,,,columbus_blue_jackets.png
https://www.eliteprospects.com/player/597782/tanner-henricks,Columbus Blue Jackets,,,columbus_blue_jackets.png
https://www.eliteprospects.com/player/551201/guillaume-richard,Columbus Blue Jackets,,,columbus_blue_jackets.png
https://www.eliteprospects.com/player/673300/nikolai-makarov,Columbus Blue Jackets,,,columbus_blue_jackets.png
https://www.eliteprospects.com/player/296565/tim-berni,Columbus Blue Jackets,,,columbus_blue_jackets.png
https://www.eliteprospects.com/player/92117/roope-hintz,Dallas Stars,30/31,"$8,450,000",dallas_stars.png
https://www.eliteprospects.com/player/23807/tyler-seguin,Dallas Stars,26/27,"$9,850,000",dallas_stars.png
https://www.eliteprospects.com/player/12571/matt-duchene,Dallas Stars,24/25,"$3,000,000",dallas_stars.png
https://www.eliteprospects.com/player/201871/wyatt-johnston,Dallas Stars,24/25,"$894,167",dallas_stars.png
https://www.eliteprospects.com/player/556512/logan-stankoven,Dallas Stars,25/26,"$814,167",dallas_stars.png
https://www.eliteprospects.com/player/154496/sam-steel,Dallas Stars,24/25,"$1,200,000",dallas_stars.png
https://www.eliteprospects.com/player/128394/colin-blackwell,Dallas Stars,24/25,"$775,000",dallas_stars.png
https://www.eliteprospects.com/player/295299/mavrik-bourque,Dallas Stars,24/25,"$894,167",dallas_stars.png
https://www.eliteprospects.com/player/62155/cameron-hughes,Dallas Stars,24/25,"$775,000",dallas_stars.png
https://www.eliteprospects.com/player/294263/oskar-back,Dallas Stars,24/25,"$775,000",dallas_stars.png
https://www.eliteprospects.com/player/274219/mathias-emilio-pettersen,Dallas Stars,24/25,"$775,000",dallas_stars.png
https://www.eliteprospects.com/player/508407/francesco-arcuri,Dallas Stars,25/26,"$825,000",dallas_stars.png
https://www.eliteprospects.com/player/296493/justin-hryckowian,Dallas Stars,25/26,"$870,000",dallas_stars.png
https://www.eliteprospects.com/player/470647/arttu-hyry,Dallas Stars,25/26,"$870,000",dallas_stars.png
https://www.eliteprospects.com/player/796686/brad-gardiner,Dallas Stars,,,dallas_stars.png
https://www.eliteprospects.com/player/723357/angus-macdonell,Dallas Stars,,,dallas_stars.png
https://www.eliteprospects.com/player/672602/william-samuelsson,Dallas Stars,,,dallas_stars.png
https://www.eliteprospects.com/player/726284/sebastian-bradshaw,Dallas Stars,,,dallas_stars.png
https://www.eliteprospects.com/player/201455/jason-robertson,Dallas Stars,25/26,"$7,750,000",dallas_stars.png
https://www.eliteprospects.com/player/15399/jamie-benn,Dallas Stars,24/25,"$9,500,000",dallas_stars.png
https://www.eliteprospects.com/player/208693/mason-marchment,Dallas Stars,25/26,"$4,500,000",dallas_stars.png
https://www.eliteprospects.com/player/369848/antonio-stranges,Dallas Stars,24/25,"$846,667",dallas_stars.png
https://www.eliteprospects.com/player/506229/chase-wheatcroft,Dallas Stars,25/26,"$862,500",dallas_stars.png
https://www.eliteprospects.com/player/529245/justin-ertel,Dallas Stars,26/27,"$867,500",dallas_stars.png
https://www.eliteprospects.com/player/582779/ayrton-martino,Dallas Stars,,,dallas_stars.png
https://www.eliteprospects.com/player/11859/yevgeni-dadonov,Dallas Stars,24/25,"$2,250,000",dallas_stars.png
https://www.eliteprospects.com/player/272376/matej-blumel,Dallas Stars,24/25,"$775,000",dallas_stars.png
https://www.eliteprospects.com/player/200933/kole-lind,Dallas Stars,24/25,"$775,000",dallas_stars.png
https://www.eliteprospects.com/player/413652/kyle-mcdonald,Dallas Stars,25/26,"$870,000",dallas_stars.png
https://www.eliteprospects.com/player/538928/matthew-seminoff,Dallas Stars,25/26,"$850,000",dallas_stars.png
https://www.eliteprospects.com/player/689033/emil-hemming,Dallas Stars,26/27,"$975,000",dallas_stars.png
https://www.eliteprospects.com/player/553698/albert-sjoberg,Dallas Stars,,,dallas_stars.png
https://www.eliteprospects.com/player/250075/miro-heiskanen,Dallas Stars,28/29,"$8,450,000",dallas_stars.png
https://www.eliteprospects.com/player/50019/esa-lindell,Dallas Stars,24/25,"$5,800,000",dallas_stars.png
https://www.eliteprospects.com/player/53542/matt-dumba,Dallas Stars,25/26,"$3,750,000",dallas_stars.png
https://www.eliteprospects.com/player/123109/ilya-lyubushkin,Dallas Stars,26/27,"$3,250,000",dallas_stars.png
https://www.eliteprospects.com/player/384079/nils-lundkvist,Dallas Stars,24/25,"$1,250,000",dallas_stars.png
https://www.eliteprospects.com/player/12506/brendan-smith,Dallas Stars,24/25,"$1,000,000",dallas_stars.png
https://www.eliteprospects.com/player/32778/alexander-petrovic,Dallas Stars,25/26,"$775,000",dallas_stars.png
https://www.eliteprospects.com/player/225186/kyle-capobianco,Dallas Stars,25/26,"$775,000",dallas_stars.png
https://www.eliteprospects.com/player/582653/christian-kyrou,Dallas Stars,25/26,"$878,333",dallas_stars.png
https://www.eliteprospects.com/player/413836/gavin-white,Dallas Stars,25/26,"$857,500",dallas_stars.png
https://www.eliteprospects.com/player/665087/lian-bichsel,Dallas Stars,26/27,"$918,333",dallas_stars.png
https://www.eliteprospects.com/player/582502/connor-punnett,Dallas Stars,26/27,"$870,000",dallas_stars.png
https://www.eliteprospects.com/player/364240/luke-krys,Dallas Stars,25/26,"$870,000",dallas_stars.png
https://www.eliteprospects.com/player/603546/tristan-bertucci,Dallas Stars,26/27,"$878,333",dallas_stars.png
https://www.eliteprospects.com/player/465160/thomas-harley,Dallas Stars,,,dallas_stars.png
https://www.eliteprospects.com/player/618574/aram-minnetian,Dallas Stars,,,dallas_stars.png
https://www.eliteprospects.com/player/626551/george-fegaras,Dallas Stars,,,dallas_stars.png
https://www.eliteprospects.com/player/692903/niilopekka-muhonen,Dallas Stars,,,dallas_stars.png
https://www.eliteprospects.com/player/503032/jack-bar,Dallas Stars,,,dallas_stars.png
https://www.eliteprospects.com/player/177693/dylan-larkin,Detroit Red Wings,29/30,"$8,700,000",detroit_red_wings.png
https://www.eliteprospects.com/player/101962/andrew-copp,Detroit Red Wings,26/27,"$5,625,000",detroit_red_wings.png
https://www.eliteprospects.com/player/114800/j.t.-compher,Detroit Red Wings,27/28,"$5,100,000",detroit_red_wings.png
https://www.eliteprospects.com/player/286738/michael-rasmussen,Detroit Red Wings,27/28,"$3,200,000",detroit_red_wings.png
https://www.eliteprospects.com/player/271713/joe-veleno,Detroit Red Wings,25/26,"$2,275,000",detroit_red_wings.png
https://www.eliteprospects.com/player/151824/tyler-motte,Detroit Red Wings,24/25,"$800,000",detroit_red_wings.png
https://www.eliteprospects.com/player/560848/marco-kasper,Detroit Red Wings,26/27,"$886,666",detroit_red_wings.png
https://www.eliteprospects.com/player/97620/sheldon-dries,Detroit Red Wings,25/26,"$775,000",detroit_red_wings.png
https://www.eliteprospects.com/player/640282/amadeus-lombardi,Detroit Red Wings,25/26,"$838,333",detroit_red_wings.png
https://www.eliteprospects.com/player/562426/nate-danielson,Detroit Red Wings,26/27,"$918,333",detroit_red_wings.png
https://www.eliteprospects.com/player/644921/noah-dower-nilsson,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/593187/ond%C5%99ej-becher,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/512173/red-savage,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/411879/liam-dower-nilsson,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/574842/brennan-ali,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/626544/owen-mehlenbacher,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/350706/elmer-soderblom,Detroit Red Wings,24/25,"$878,333",detroit_red_wings.png
https://www.eliteprospects.com/player/193445/joe-snively,Detroit Red Wings,24/25,"$775,000",detroit_red_wings.png
https://www.eliteprospects.com/player/272570/tim-gettinger,Detroit Red Wings,24/25,"$775,000",detroit_red_wings.png
https://www.eliteprospects.com/player/252712/cross-hanas,Detroit Red Wings,24/25,"$859,167",detroit_red_wings.png
https://www.eliteprospects.com/player/201766/carter-mazur,Detroit Red Wings,25/26,"$905,833",detroit_red_wings.png
https://www.eliteprospects.com/player/647529/emmitt-finnie,Detroit Red Wings,26/27,"$845,000",detroit_red_wings.png
https://www.eliteprospects.com/player/386542/jakub-rychlovsky,Detroit Red Wings,25/26,"$870,000",detroit_red_wings.png
https://www.eliteprospects.com/player/597566/max-plante,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/698717/dmitri-buchelnikov,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/506333/dylan-james,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/741439/charlie-forslund,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/597849/austin-baker,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/752269/kevin-bicker,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/535690/maximilian-kilpinen,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/231275/alex-debrincat,Detroit Red Wings,26/27,"$7,875,000",detroit_red_wings.png
https://www.eliteprospects.com/player/9326/patrick-kane,Detroit Red Wings,24/25,"$4,000,000",detroit_red_wings.png
https://www.eliteprospects.com/player/24787/vladimir-tarasenko,Detroit Red Wings,25/26,"$4,750,000",detroit_red_wings.png
https://www.eliteprospects.com/player/226901/christian-fischer,Detroit Red Wings,24/25,"$1,125,000",detroit_red_wings.png
https://www.eliteprospects.com/player/201898/alexandre-doucet,Detroit Red Wings,25/26,"$870,000",detroit_red_wings.png
https://www.eliteprospects.com/player/619176/michael-brandsegg-nygard,Detroit Red Wings,26/27,"$975,000",detroit_red_wings.png
https://www.eliteprospects.com/player/350702/lucas-raymond,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/274796/jonatan-berggren,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/734492/jesse-kiiskinen,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/201763/kienan-draper,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/12265/jeff-petry,Detroit Red Wings,24/25,"$6,250,000",detroit_red_wings.png
https://www.eliteprospects.com/player/33875/ben-chiarot,Detroit Red Wings,25/26,"$4,750,000",detroit_red_wings.png
https://www.eliteprospects.com/player/43543/olli-maatta,Detroit Red Wings,24/25,"$3,000,000",detroit_red_wings.png
https://www.eliteprospects.com/player/15372/erik-gustafsson,Detroit Red Wings,25/26,"$2,000,000",detroit_red_wings.png
https://www.eliteprospects.com/player/46905/justin-holl,Detroit Red Wings,25/26,"$3,400,000",detroit_red_wings.png
https://www.eliteprospects.com/player/86158/william-lagesson,Detroit Red Wings,24/25,"$775,000",detroit_red_wings.png
https://www.eliteprospects.com/player/394730/simon-edvinsson,Detroit Red Wings,25/26,"$894,167",detroit_red_wings.png
https://www.eliteprospects.com/player/248525/brogan-rafferty,Detroit Red Wings,24/25,"$775,000",detroit_red_wings.png
https://www.eliteprospects.com/player/482190/william-wallinder,Detroit Red Wings,25/26,"$925,000",detroit_red_wings.png
https://www.eliteprospects.com/player/349991/albert-johansson,Detroit Red Wings,24/25,"$775,000",detroit_red_wings.png
https://www.eliteprospects.com/player/499518/eemil-viro,Detroit Red Wings,24/25,"$828,333",detroit_red_wings.png
https://www.eliteprospects.com/player/396170/antti-tuomisto,Detroit Red Wings,24/25,"$867,500",detroit_red_wings.png
https://www.eliteprospects.com/player/196789/tory-dello,Detroit Red Wings,24/25,"$775,000",detroit_red_wings.png
https://www.eliteprospects.com/player/512185/shai-buium,Detroit Red Wings,26/27,"$925,000",detroit_red_wings.png
https://www.eliteprospects.com/player/534818/axel-sandin-pellikka,Detroit Red Wings,26/27,"$950,000",detroit_red_wings.png
https://www.eliteprospects.com/player/258987/moritz-seider,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/717255/brady-cleveland,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/597751/john-whipple,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/702620/fisher-scott,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/701870/anton-johansson,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/603427/larry-keenan,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/574853/jack-phelan,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/418235/kyle-aucoin,Detroit Red Wings,,,detroit_red_wings.png
https://www.eliteprospects.com/player/183442/connor-mcdavid,Edmonton Oilers,25/26,"$12,500,000",edmonton_oilers.png
https://www.eliteprospects.com/player/71913/leon-draisaitl,Edmonton Oilers,24/25,"$8,500,000",edmonton_oilers.png
https://www.eliteprospects.com/player/19043/adam-henrique,Edmonton Oilers,25/26,"$3,000,000",edmonton_oilers.png
https://www.eliteprospects.com/player/16629/mattias-janmark,Edmonton Oilers,26/27,"$1,450,000",edmonton_oilers.png
https://www.eliteprospects.com/player/67660/derek-ryan,Edmonton Oilers,24/25,"$900,000",edmonton_oilers.png
https://www.eliteprospects.com/player/476028/matthew-savoie,Edmonton Oilers,26/27,"$886,666",edmonton_oilers.png
https://www.eliteprospects.com/player/335712/raphael-lavoie,Edmonton Oilers,24/25,"$775,000",edmonton_oilers.png
https://www.eliteprospects.com/player/199918/lane-pederson,Edmonton Oilers,24/25,"$775,000",edmonton_oilers.png
https://www.eliteprospects.com/player/198306/noah-philp,Edmonton Oilers,24/25,"$775,000",edmonton_oilers.png
https://www.eliteprospects.com/player/475192/jayden-grubbe,Edmonton Oilers,25/26,"$867,500",edmonton_oilers.png
https://www.eliteprospects.com/player/330886/carl-berglund,Edmonton Oilers,24/25,"$950,000",edmonton_oilers.png
https://www.eliteprospects.com/player/911102/sam-o-reilly,Edmonton Oilers,,,edmonton_oilers.png
https://www.eliteprospects.com/player/665996/matt-copponi,Edmonton Oilers,,,edmonton_oilers.png
https://www.eliteprospects.com/player/620347/dalyn-wakely,Edmonton Oilers,,,edmonton_oilers.png
https://www.eliteprospects.com/player/716344/william-nicholl,Edmonton Oilers,,,edmonton_oilers.png
https://www.eliteprospects.com/player/530728/joel-maatta,Edmonton Oilers,,,edmonton_oilers.png
https://www.eliteprospects.com/player/297692/tomas-mazura,Edmonton Oilers,,,edmonton_oilers.png
https://www.eliteprospects.com/player/360187/maxim-denezhkin,Edmonton Oilers,,,edmonton_oilers.png
https://www.eliteprospects.com/player/75045/zach-hyman,Edmonton Oilers,27/28,"$5,500,000",edmonton_oilers.png
https://www.eliteprospects.com/player/25636/ryan-nugent-hopkins,Edmonton Oilers,28/29,"$5,125,000",edmonton_oilers.png
https://www.eliteprospects.com/player/14657/evander-kane,Edmonton Oilers,25/26,"$5,125,000",edmonton_oilers.png
https://www.eliteprospects.com/player/23668/jeff-skinner,Edmonton Oilers,24/25,"$3,000,000",edmonton_oilers.png
https://www.eliteprospects.com/player/97396/drake-caggiula,Edmonton Oilers,24/25,"$775,000",edmonton_oilers.png
https://www.eliteprospects.com/player/201363/james-hamblin,Edmonton Oilers,25/26,"$775,000",edmonton_oilers.png
https://www.eliteprospects.com/player/534236/roby-jarventie,Edmonton Oilers,24/25,"$894,167",edmonton_oilers.png
https://www.eliteprospects.com/player/659483/shane-lachance,Edmonton Oilers,,,edmonton_oilers.png
https://www.eliteprospects.com/player/645291/connor-clattenburg,Edmonton Oilers,,,edmonton_oilers.png
https://www.eliteprospects.com/player/514147/maxim-beryozkin,Edmonton Oilers,,,edmonton_oilers.png
https://www.eliteprospects.com/player/27484/viktor-arvidsson,Edmonton Oilers,25/26,"$4,000,000",edmonton_oilers.png
https://www.eliteprospects.com/player/97341/connor-brown,Edmonton Oilers,24/25,"$1,000,000",edmonton_oilers.png
https://www.eliteprospects.com/player/8541/corey-perry,Edmonton Oilers,24/25,"$1,150,000",edmonton_oilers.png
https://www.eliteprospects.com/player/512832/vasili-podkolzin,Edmonton Oilers,25/26,"$1,000,000",edmonton_oilers.png
https://www.eliteprospects.com/player/527464/matvei-petrov,Edmonton Oilers,25/26,"$803,333",edmonton_oilers.png
https://www.eliteprospects.com/player/480110/james-stefan,Edmonton Oilers,26/27,"$870,000",edmonton_oilers.png
https://www.eliteprospects.com/player/652102/brady-stonehouse,Edmonton Oilers,26/27,"$821,667",edmonton_oilers.png
https://www.eliteprospects.com/player/300591/evan-bouchard,Edmonton Oilers,24/25,"$3,900,000",edmonton_oilers.png
https://www.eliteprospects.com/player/8373/mattias-ekholm,Edmonton Oilers,25/26,"$6,250,000",edmonton_oilers.png
https://www.eliteprospects.com/player/97352/darnell-nurse,Edmonton Oilers,29/30,"$9,250,000",edmonton_oilers.png
https://www.eliteprospects.com/player/88617/brett-kulak,Edmonton Oilers,25/26,"$2,750,000",edmonton_oilers.png
https://www.eliteprospects.com/player/59042/troy-stecher,Edmonton Oilers,25/26,"$787,500",edmonton_oilers.png
https://www.eliteprospects.com/player/82512/josh-brown,Edmonton Oilers,26/27,"$1,000,000",edmonton_oilers.png
https://www.eliteprospects.com/player/365043/ty-emberson,Edmonton Oilers,24/25,"$950,000",edmonton_oilers.png
https://www.eliteprospects.com/player/90348/connor-carrick,Edmonton Oilers,24/25,"$775,000",edmonton_oilers.png
https://www.eliteprospects.com/player/268444/cam-dineen,Edmonton Oilers,25/26,"$775,000",edmonton_oilers.png
https://www.eliteprospects.com/player/201670/noel-hoefenmayer,Edmonton Oilers,24/25,"$775,000",edmonton_oilers.png
https://www.eliteprospects.com/player/233504/ben-gleason,Edmonton Oilers,24/25,"$775,000",edmonton_oilers.png
https://www.eliteprospects.com/player/311901/phil-kemp,Edmonton Oilers,24/25,"$775,000",edmonton_oilers.png
https://www.eliteprospects.com/player/414967/maximus-wanner,Edmonton Oilers,25/26,"$828,333",edmonton_oilers.png
https://www.eliteprospects.com/player/613079/beau-akey,Edmonton Oilers,26/27,"$863,333",edmonton_oilers.png
https://www.eliteprospects.com/player/637620/paul-fischer,Edmonton Oilers,,,edmonton_oilers.png
https://www.eliteprospects.com/player/552611/albin-sundin,Edmonton Oilers,,,edmonton_oilers.png
https://www.eliteprospects.com/player/720101/bauer-berry,Edmonton Oilers,,,edmonton_oilers.png
https://www.eliteprospects.com/player/699960/nikita-yevseyev,Edmonton Oilers,,,edmonton_oilers.png
https://www.eliteprospects.com/player/407643/luca-munzenberger,Edmonton Oilers,,,edmonton_oilers.png
https://www.eliteprospects.com/player/50044/aleksander-barkov,Florida Panthers,29/30,"$10,000,000",florida_panthers.png
https://www.eliteprospects.com/player/95032/sam-reinhart,Florida Panthers,31/32,"$8,625,000",florida_panthers.png
https://www.eliteprospects.com/player/116967/carter-verhaeghe,Florida Panthers,24/25,"$4,166,667",florida_panthers.png
https://www.eliteprospects.com/player/189371/sam-bennett,Florida Panthers,24/25,"$4,425,000",florida_panthers.png
https://www.eliteprospects.com/player/360145/anton-lundell,Florida Panthers,29/30,"$5,000,000",florida_panthers.png
https://www.eliteprospects.com/player/299319/eetu-luostarinen,Florida Panthers,26/27,"$3,000,000",florida_panthers.png
https://www.eliteprospects.com/player/62525/evan-rodrigues,Florida Panthers,26/27,"$3,000,000",florida_panthers.png
https://www.eliteprospects.com/player/212690/jesper-boqvist,Florida Panthers,24/25,"$775,000",florida_panthers.png
https://www.eliteprospects.com/player/139616/rasmus-asplund,Florida Panthers,24/25,"$775,000",florida_panthers.png
https://www.eliteprospects.com/player/18240/zac-dalpe,Florida Panthers,24/25,"$775,000",florida_panthers.png
https://www.eliteprospects.com/player/418420/ryan-mcallister,Florida Panthers,25/26,"$896,667",florida_panthers.png
https://www.eliteprospects.com/player/344665/wilmer-skoog,Florida Panthers,24/25,"$870,000",florida_panthers.png
https://www.eliteprospects.com/player/535611/gracyn-sawchyn,Florida Panthers,,,florida_panthers.png
https://www.eliteprospects.com/player/773314/linus-eriksson,Florida Panthers,,,florida_panthers.png
https://www.eliteprospects.com/player/534824/simon-zether,Florida Panthers,,,florida_panthers.png
https://www.eliteprospects.com/player/896555/stepan-gorbunov,Florida Panthers,,,florida_panthers.png
https://www.eliteprospects.com/player/284816/aleksi-heponiemi,Florida Panthers,,,florida_panthers.png
https://www.eliteprospects.com/player/233030/matthew-tkachuk,Florida Panthers,29/30,"$9,500,000",florida_panthers.png
https://www.eliteprospects.com/player/102439/tomas-nosek,Florida Panthers,24/25,"$775,000",florida_panthers.png
https://www.eliteprospects.com/player/151125/a.j.-greer,Florida Panthers,25/26,"$850,000",florida_panthers.png
https://www.eliteprospects.com/player/252476/jonah-gadjovich,Florida Panthers,25/26,"$775,000",florida_panthers.png
https://www.eliteprospects.com/player/532703/josh-davies,Florida Panthers,26/27,"$828,333",florida_panthers.png
https://www.eliteprospects.com/player/713317/kai-schwindt,Florida Panthers,26/27,"$798,334",florida_panthers.png
https://www.eliteprospects.com/player/638444/sandis-vilmanis,Florida Panthers,26/27,"$855,000",florida_panthers.png
https://www.eliteprospects.com/player/331879/oliver-okuliar,Florida Panthers,24/25,"$870,000",florida_panthers.png
https://www.eliteprospects.com/player/510338/ben-steeves,Florida Panthers,25/26,"$950,000",florida_panthers.png
https://www.eliteprospects.com/player/641459/hunter-st.-martin,Florida Panthers,,,florida_panthers.png
https://www.eliteprospects.com/player/862472/stepan-zvyagin,Florida Panthers,,,florida_panthers.png
https://www.eliteprospects.com/player/522505/jakub-kos,Florida Panthers,,,florida_panthers.png
https://www.eliteprospects.com/player/273678/mackenzie-entwistle,Florida Panthers,24/25,"$775,000",florida_panthers.png
https://www.eliteprospects.com/player/272186/will-lockwood,Florida Panthers,24/25,"$775,000",florida_panthers.png
https://www.eliteprospects.com/player/290346/justin-sourdif,Florida Panthers,24/25,"$847,500",florida_panthers.png
https://www.eliteprospects.com/player/470025/mackie-samoskevich,Florida Panthers,24/25,"$925,000",florida_panthers.png
https://www.eliteprospects.com/player/363655/patrick-giles,Florida Panthers,25/26,"$775,000",florida_panthers.png
https://www.eliteprospects.com/player/464780/jack-devine,Florida Panthers,,,florida_panthers.png
https://www.eliteprospects.com/player/49042/aaron-ekblad,Florida Panthers,24/25,"$7,500,000",florida_panthers.png
https://www.eliteprospects.com/player/86366/gustav-forsling,Florida Panthers,31/32,"$5,750,000",florida_panthers.png
https://www.eliteprospects.com/player/11866/dmitri-kulikov,Florida Panthers,27/28,"$1,150,000",florida_panthers.png
https://www.eliteprospects.com/player/94439/niko-mikkola,Florida Panthers,25/26,"$2,500,000",florida_panthers.png
https://www.eliteprospects.com/player/38039/nate-schmidt,Florida Panthers,24/25,"$800,000",florida_panthers.png
https://www.eliteprospects.com/player/265684/adam-boqvist,Florida Panthers,24/25,"$775,000",florida_panthers.png
https://www.eliteprospects.com/player/84762/jaycob-megna,Florida Panthers,24/25,"$775,000",florida_panthers.png
https://www.eliteprospects.com/player/217788/uvis-balinskis,Florida Panthers,25/26,"$850,000",florida_panthers.png
https://www.eliteprospects.com/player/344751/tobias-bjornfot,Florida Panthers,24/25,"$775,000",florida_panthers.png
https://www.eliteprospects.com/player/291904/matt-kiersted,Florida Panthers,24/25,"$775,000",florida_panthers.png
https://www.eliteprospects.com/player/201914/mike-benning,Florida Panthers,24/25,"$916,667",florida_panthers.png
https://www.eliteprospects.com/player/425297/mikulas-hovorka,Florida Panthers,25/26,"$950,000",florida_panthers.png
https://www.eliteprospects.com/player/507089/evan-nause,Florida Panthers,25/26,"$864,167",florida_panthers.png
https://www.eliteprospects.com/player/424330/zach-uens,Florida Panthers,24/25,"$859,167",florida_panthers.png
https://www.eliteprospects.com/player/424479/nathan-staios,Florida Panthers,24/25,"$859,167",florida_panthers.png
https://www.eliteprospects.com/player/537884/marek-alscher,Florida Panthers,26/27,"$865,000",florida_panthers.png
https://www.eliteprospects.com/player/618880/matvei-shuravin,Florida Panthers,,,florida_panthers.png
https://www.eliteprospects.com/player/590628/ludvig-jansson,Florida Panthers,,,florida_panthers.png
https://www.eliteprospects.com/player/697964/vladislav-lukashevich,Florida Panthers,,,florida_panthers.png
https://www.eliteprospects.com/player/649581/albert-wikman,Florida Panthers,,,florida_panthers.png
https://www.eliteprospects.com/player/649021/luke-coughlin,Florida Panthers,,,florida_panthers.png
https://www.eliteprospects.com/player/4233/anze-kopitar,Los Angeles Kings,25/26,"$7,000,000",los_angeles_kings.png
https://www.eliteprospects.com/player/86313/adrian-kempe,Los Angeles Kings,25/26,"$5,500,000",los_angeles_kings.png
https://www.eliteprospects.com/player/45282/phillip-danault,Los Angeles Kings,26/27,"$5,500,000",los_angeles_kings.png
https://www.eliteprospects.com/player/503020/quinton-byfield,Los Angeles Kings,28/29,"$6,250,000",los_angeles_kings.png
https://www.eliteprospects.com/player/87846/trevor-moore,Los Angeles Kings,27/28,"$4,200,000",los_angeles_kings.png
https://www.eliteprospects.com/player/10461/trevor-lewis,Los Angeles Kings,24/25,"$800,000",los_angeles_kings.png
https://www.eliteprospects.com/player/290043/alex-turcotte,Los Angeles Kings,26/27,"$775,000",los_angeles_kings.png
https://www.eliteprospects.com/player/364033/akil-thomas,Los Angeles Kings,25/26,"$775,000",los_angeles_kings.png
