player_link,player_url,URL,Link,name,Player Link
https://www.eliteprospects.com/player/76486/brock-mcginn,https://www.eliteprospects.com/player/76486/brock-mcginn,https://www.eliteprospects.com/player/76486/brock-mcginn,https://www.eliteprospects.com/player/76486/brock-mcginn,Brock McGinn,/players/m/mcginbr01.html
https://www.eliteprospects.com/player/479812/mason-mctavish,https://www.eliteprospects.com/player/479812/mason-mctavish,https://www.eliteprospects.com/player/479812/mason-mctavish,https://www.eliteprospects.com/player/479812/mason-mctavish,Mason McTavish,/players/m/mctavma01.html
https://www.eliteprospects.com/player/44789/ryan-strome,https://www.eliteprospects.com/player/44789/ryan-strome,https://www.eliteprospects.com/player/44789/ryan-strome,https://www.eliteprospects.com/player/44789/ryan-strome,Ryan Strome,/players/s/stromry01.html
https://www.eliteprospects.com/player/234046/troy-terry,https://www.eliteprospects.com/player/234046/troy-terry,https://www.eliteprospects.com/player/234046/troy-terry,https://www.eliteprospects.com/player/234046/troy-terry,Troy Terry,/players/t/terrytr01.html
https://www.eliteprospects.com/player/59733/frank-vatrano,https://www.eliteprospects.com/player/59733/frank-vatrano,https://www.eliteprospects.com/player/59733/frank-vatrano,https://www.eliteprospects.com/player/59733/frank-vatrano,Frank Vatrano,/players/v/vatrafr01.html
https://www.eliteprospects.com/player/424453/trevor-zegras,https://www.eliteprospects.com/player/424453/trevor-zegras,https://www.eliteprospects.com/player/424453/trevor-zegras,https://www.eliteprospects.com/player/424453/trevor-zegras,Trevor Zegras,/players/z/zegratr01.html
https://www.eliteprospects.com/player/44198/joonas-korpisalo,https://www.eliteprospects.com/player/44198/joonas-korpisalo,https://www.eliteprospects.com/player/44198/joonas-korpisalo,,Joonas korpisalo,
https://www.eliteprospects.com/player/120965/brandon-carlo,https://www.eliteprospects.com/player/120965/brandon-carlo,https://www.eliteprospects.com/player/120965/brandon-carlo,https://www.eliteprospects.com/player/120965/brandon-carlo,Brandon Carlo,/players/c/carlobr01.html
https://www.eliteprospects.com/player/34882/hampus-lindholm,https://www.eliteprospects.com/player/34882/hampus-lindholm,https://www.eliteprospects.com/player/34882/hampus-lindholm,https://www.eliteprospects.com/player/34882/hampus-lindholm,Hampus Lindholm,/players/l/lindhha01.html
https://www.eliteprospects.com/player/497121/mason-lohrei,https://www.eliteprospects.com/player/497121/mason-lohrei,https://www.eliteprospects.com/player/497121/mason-lohrei,https://www.eliteprospects.com/player/497121/mason-lohrei,Mason Lohrei,/players/l/lohrema01.html
https://www.eliteprospects.com/player/245142/charlie-mcavoy,https://www.eliteprospects.com/player/245142/charlie-mcavoy,https://www.eliteprospects.com/player/245142/charlie-mcavoy,https://www.eliteprospects.com/player/245142/charlie-mcavoy,Charlie McAvoy,/players/m/mcavoch01.html
https://www.eliteprospects.com/player/291905/andrew-peeke,https://www.eliteprospects.com/player/291905/andrew-peeke,https://www.eliteprospects.com/player/291905/andrew-peeke,https://www.eliteprospects.com/player/291905/andrew-peeke,Andrew Peeke,/players/p/peekean01.html
https://www.eliteprospects.com/player/195951/parker-wotherspoon,https://www.eliteprospects.com/player/195951/parker-wotherspoon,https://www.eliteprospects.com/player/195951/parker-wotherspoon,https://www.eliteprospects.com/player/195951/parker-wotherspoon,Parker Wotherspoon,/players/w/wothepa01.html
https://www.eliteprospects.com/player/108648/nikita-zadorov,https://www.eliteprospects.com/player/108648/nikita-zadorov,https://www.eliteprospects.com/player/108648/nikita-zadorov,https://www.eliteprospects.com/player/108648/nikita-zadorov,Nikita Zadorov,/players/z/zadorni01.html
https://www.eliteprospects.com/player/373899/john-beecher,https://www.eliteprospects.com/player/373899/john-beecher,https://www.eliteprospects.com/player/373899/john-beecher,https://www.eliteprospects.com/player/373899/john-beecher,John Beecher,/players/b/beechjo01.html
https://www.eliteprospects.com/player/217051/justin-brazeau,https://www.eliteprospects.com/player/217051/justin-brazeau,https://www.eliteprospects.com/player/217051/justin-brazeau,https://www.eliteprospects.com/player/217051/justin-brazeau,Justin Brazeau,/players/b/brazeju01.html
https://www.eliteprospects.com/player/75038/patrick-brown,https://www.eliteprospects.com/player/75038/patrick-brown,https://www.eliteprospects.com/player/75038/patrick-brown,https://www.eliteprospects.com/player/75038/patrick-brown,Patrick Brown,/players/b/brownpa02.html
https://www.eliteprospects.com/player/60251/charlie-coyle,https://www.eliteprospects.com/player/60251/charlie-coyle,https://www.eliteprospects.com/player/60251/charlie-coyle,https://www.eliteprospects.com/player/60251/charlie-coyle,Charlie Coyle,/players/c/coylech01.html
https://www.eliteprospects.com/player/272221/trent-frederic,https://www.eliteprospects.com/player/272221/trent-frederic,https://www.eliteprospects.com/player/272221/trent-frederic,https://www.eliteprospects.com/player/272221/trent-frederic,Trent Frederic,/players/f/fredetr01.html
https://www.eliteprospects.com/player/247912/morgan-geekie,https://www.eliteprospects.com/player/247912/morgan-geekie,https://www.eliteprospects.com/player/247912/morgan-geekie,https://www.eliteprospects.com/player/247912/morgan-geekie,Morgan Geekie,/players/g/geekimo01.html
https://www.eliteprospects.com/player/233448/max-jones,https://www.eliteprospects.com/player/233448/max-jones,https://www.eliteprospects.com/player/233448/max-jones,https://www.eliteprospects.com/player/233448/max-jones,Max Jones,/players/j/jonesma03.html
https://www.eliteprospects.com/player/276474/mark-kastelic,https://www.eliteprospects.com/player/276474/mark-kastelic,https://www.eliteprospects.com/player/276474/mark-kastelic,https://www.eliteprospects.com/player/276474/mark-kastelic,Mark Kastelic,/players/k/kastema01.html
https://www.eliteprospects.com/player/33387/elias-lindholm,https://www.eliteprospects.com/player/33387/elias-lindholm,https://www.eliteprospects.com/player/33387/elias-lindholm,https://www.eliteprospects.com/player/33387/elias-lindholm,Elias Lindholm,/players/l/lindhel01.html
https://www.eliteprospects.com/player/10439/brad-marchand,https://www.eliteprospects.com/player/10439/brad-marchand,https://www.eliteprospects.com/player/10439/brad-marchand,https://www.eliteprospects.com/player/10439/brad-marchand,Brad Marchand,/players/m/marchbr03.html
https://www.eliteprospects.com/player/130383/david-pastrnak,https://www.eliteprospects.com/player/130383/david-pastrnak,https://www.eliteprospects.com/player/130383/david-pastrnak,https://www.eliteprospects.com/player/130383/david-pastrnak,David Pastrnak,/players/p/pastrda01.html
https://www.eliteprospects.com/player/661581/matthew-poitras,https://www.eliteprospects.com/player/661581/matthew-poitras,https://www.eliteprospects.com/player/661581/matthew-poitras,https://www.eliteprospects.com/player/661581/matthew-poitras,Matthew Poitras,/players/p/poitrma01.html
https://www.eliteprospects.com/player/291903/riley-tufte,https://www.eliteprospects.com/player/291903/riley-tufte,https://www.eliteprospects.com/player/291903/riley-tufte,https://www.eliteprospects.com/player/291903/riley-tufte,Riley Tufte,/players/t/tufteri01.html
https://www.eliteprospects.com/player/130786/pavel-zacha,https://www.eliteprospects.com/player/130786/pavel-zacha,https://www.eliteprospects.com/player/130786/pavel-zacha,https://www.eliteprospects.com/player/130786/pavel-zacha,Pavel Zacha,/players/z/zachapa01.html
https://www.eliteprospects.com/player/11538/james-reimer,https://www.eliteprospects.com/player/11538/james-reimer,https://www.eliteprospects.com/player/11538/james-reimer,,James reimer,
https://www.eliteprospects.com/player/253923/jacob-bryson,https://www.eliteprospects.com/player/253923/jacob-bryson,https://www.eliteprospects.com/player/253923/jacob-bryson,https://www.eliteprospects.com/player/253923/jacob-bryson,Jacob Bryson,/players/b/brysoja01.html
https://www.eliteprospects.com/player/326522/bowen-byram,https://www.eliteprospects.com/player/326522/bowen-byram,https://www.eliteprospects.com/player/326522/bowen-byram,https://www.eliteprospects.com/player/326522/bowen-byram,Bowen Byram,/players/b/byrambo01.html
https://www.eliteprospects.com/player/131370/connor-clifton,https://www.eliteprospects.com/player/131370/connor-clifton,https://www.eliteprospects.com/player/131370/connor-clifton,https://www.eliteprospects.com/player/131370/connor-clifton,Connor Clifton,/players/c/cliftco01.html
https://www.eliteprospects.com/player/310545/rasmus-dahlin,https://www.eliteprospects.com/player/310545/rasmus-dahlin,https://www.eliteprospects.com/player/310545/rasmus-dahlin,https://www.eliteprospects.com/player/310545/rasmus-dahlin,Rasmus Dahlin,/players/d/dahlira01.html
https://www.eliteprospects.com/player/267396/dennis-gilbert,https://www.eliteprospects.com/player/267396/dennis-gilbert,https://www.eliteprospects.com/player/267396/dennis-gilbert,https://www.eliteprospects.com/player/267396/dennis-gilbert,Dennis Gilbert,/players/g/gilbede01.html
https://www.eliteprospects.com/player/277056/henri-jokiharju,https://www.eliteprospects.com/player/277056/henri-jokiharju,https://www.eliteprospects.com/player/277056/henri-jokiharju,https://www.eliteprospects.com/player/277056/henri-jokiharju,Henri Jokiharju,/players/j/jokihhe01.html
https://www.eliteprospects.com/player/504240/owen-power,https://www.eliteprospects.com/player/504240/owen-power,https://www.eliteprospects.com/player/504240/owen-power,https://www.eliteprospects.com/player/504240/owen-power,Owen Power,/players/p/powerow01.html
https://www.eliteprospects.com/player/325127/mattias-samuelsson,https://www.eliteprospects.com/player/325127/mattias-samuelsson,https://www.eliteprospects.com/player/325127/mattias-samuelsson,https://www.eliteprospects.com/player/325127/mattias-samuelsson,Mattias Samuelsson,/players/s/samuema02.html
https://www.eliteprospects.com/player/151146/nicolas-aube-kubel,https://www.eliteprospects.com/player/151146/nicolas-aube-kubel,https://www.eliteprospects.com/player/151146/nicolas-aube-kubel,https://www.eliteprospects.com/player/151146/nicolas-aube-kubel,Nicolas Aub̩-Kubel,/players/a/aubekni01.html
https://www.eliteprospects.com/player/535582/zach-benson,https://www.eliteprospects.com/player/535582/zach-benson,https://www.eliteprospects.com/player/535582/zach-benson,https://www.eliteprospects.com/player/535582/zach-benson,Zach Benson,/players/b/bensoza01.html
https://www.eliteprospects.com/player/286938/dylan-cozens,https://www.eliteprospects.com/player/286938/dylan-cozens,https://www.eliteprospects.com/player/286938/dylan-cozens,https://www.eliteprospects.com/player/286938/dylan-cozens,Dylan Cozens,/players/c/cozendy01.html
https://www.eliteprospects.com/player/183455/jordan-greenway,https://www.eliteprospects.com/player/183455/jordan-greenway,https://www.eliteprospects.com/player/183455/jordan-greenway,https://www.eliteprospects.com/player/183455/jordan-greenway,Jordan Greenway,/players/g/greenjo02.html
https://www.eliteprospects.com/player/259043/sam-lafferty,https://www.eliteprospects.com/player/259043/sam-lafferty,https://www.eliteprospects.com/player/259043/sam-lafferty,https://www.eliteprospects.com/player/259043/sam-lafferty,Sam Lafferty,/players/l/laffesa01.html
https://www.eliteprospects.com/player/247477/beck-malenstyn,https://www.eliteprospects.com/player/247477/beck-malenstyn,https://www.eliteprospects.com/player/247477/beck-malenstyn,https://www.eliteprospects.com/player/247477/beck-malenstyn,Beck Malenstyn,/players/m/malenbe01.html
https://www.eliteprospects.com/player/271502/ryan-mcleod,https://www.eliteprospects.com/player/271502/ryan-mcleod,https://www.eliteprospects.com/player/271502/ryan-mcleod,https://www.eliteprospects.com/player/271502/ryan-mcleod,Ryan McLeod,/players/m/mcleory01.html
https://www.eliteprospects.com/player/381855/jj-peterka,https://www.eliteprospects.com/player/381855/jj-peterka,https://www.eliteprospects.com/player/381855/jj-peterka,https://www.eliteprospects.com/player/381855/jj-peterka,JJ Peterka,/players/p/peterjo01.html
https://www.eliteprospects.com/player/336828/jack-quinn,https://www.eliteprospects.com/player/336828/jack-quinn,https://www.eliteprospects.com/player/336828/jack-quinn,https://www.eliteprospects.com/player/336828/jack-quinn,Jack Quinn,/players/q/quinnja01.html
https://www.eliteprospects.com/player/236358/lukas-rousek,https://www.eliteprospects.com/player/236358/lukas-rousek,https://www.eliteprospects.com/player/236358/lukas-rousek,https://www.eliteprospects.com/player/236358/lukas-rousek,Lukas Rousek,/players/r/rouselu01.html
https://www.eliteprospects.com/player/301349/tage-thompson,https://www.eliteprospects.com/player/301349/tage-thompson,https://www.eliteprospects.com/player/301349/tage-thompson,https://www.eliteprospects.com/player/301349/tage-thompson,Tage Thompson,/players/t/thompta01.html
https://www.eliteprospects.com/player/178526/alex-tuch,https://www.eliteprospects.com/player/178526/alex-tuch,https://www.eliteprospects.com/player/178526/alex-tuch,https://www.eliteprospects.com/player/178526/alex-tuch,Alex Tuch,/players/t/tuchal01.html
https://www.eliteprospects.com/player/20726/jason-zucker,https://www.eliteprospects.com/player/20726/jason-zucker,https://www.eliteprospects.com/player/20726/jason-zucker,https://www.eliteprospects.com/player/20726/jason-zucker,Jason Zucker,/players/z/zuckeja01.html
https://www.eliteprospects.com/player/215223/dan-vlada%C5%99,https://www.eliteprospects.com/player/215223/dan-vlada%C5%99,https://www.eliteprospects.com/player/215223/dan-vlada%C5%99,,Dan vlada%c5%99,
https://www.eliteprospects.com/player/86137/rasmus-andersson,https://www.eliteprospects.com/player/86137/rasmus-andersson,https://www.eliteprospects.com/player/86137/rasmus-andersson,https://www.eliteprospects.com/player/86137/rasmus-andersson,Rasmus Andersson,/players/a/anderra01.html
https://www.eliteprospects.com/player/248583/kevin-bahl,https://www.eliteprospects.com/player/248583/kevin-bahl,https://www.eliteprospects.com/player/248583/kevin-bahl,https://www.eliteprospects.com/player/248583/kevin-bahl,Kevin Bahl,/players/b/bahlke01.html
https://www.eliteprospects.com/player/199660/jake-bean,https://www.eliteprospects.com/player/199660/jake-bean,https://www.eliteprospects.com/player/199660/jake-bean,https://www.eliteprospects.com/player/199660/jake-bean,Jake Bean,/players/b/beanja01.html
https://www.eliteprospects.com/player/33730/joel-hanley,https://www.eliteprospects.com/player/33730/joel-hanley,https://www.eliteprospects.com/player/33730/joel-hanley,https://www.eliteprospects.com/player/33730/joel-hanley,Joel Hanley,/players/h/hanlejo01.html
https://www.eliteprospects.com/player/289399/daniil-miromanov,https://www.eliteprospects.com/player/289399/daniil-miromanov,https://www.eliteprospects.com/player/289399/daniil-miromanov,https://www.eliteprospects.com/player/289399/daniil-miromanov,Daniil Miromanov,/players/m/miromda01.html
https://www.eliteprospects.com/player/201561/brayden-pachal,https://www.eliteprospects.com/player/201561/brayden-pachal,https://www.eliteprospects.com/player/201561/brayden-pachal,https://www.eliteprospects.com/player/201561/brayden-pachal,Brayden Pachal,/players/p/pachabr01.html
https://www.eliteprospects.com/player/97908/mackenzie-weegar,https://www.eliteprospects.com/player/97908/mackenzie-weegar,https://www.eliteprospects.com/player/97908/mackenzie-weegar,https://www.eliteprospects.com/player/97908/mackenzie-weegar,MacKenzie Weegar,/players/w/weegama01.html
https://www.eliteprospects.com/player/4295/mikael-backlund,https://www.eliteprospects.com/player/4295/mikael-backlund,https://www.eliteprospects.com/player/4295/mikael-backlund,https://www.eliteprospects.com/player/4295/mikael-backlund,Mikael Backlund,/players/b/backlmi01.html
https://www.eliteprospects.com/player/46889/blake-coleman,https://www.eliteprospects.com/player/46889/blake-coleman,https://www.eliteprospects.com/player/46889/blake-coleman,https://www.eliteprospects.com/player/46889/blake-coleman,Blake Coleman,/players/c/colembl01.html
https://www.eliteprospects.com/player/234647/walker-duehr,https://www.eliteprospects.com/player/234647/walker-duehr,https://www.eliteprospects.com/player/234647/walker-duehr,https://www.eliteprospects.com/player/234647/walker-duehr,Walker Duehr,/players/d/duehrwa01.html
https://www.eliteprospects.com/player/45261/jonathan-huberdeau,https://www.eliteprospects.com/player/45261/jonathan-huberdeau,https://www.eliteprospects.com/player/45261/jonathan-huberdeau,https://www.eliteprospects.com/player/45261/jonathan-huberdeau,Jonathan Huberdeau,/players/h/huberjo01.html
https://www.eliteprospects.com/player/14728/nazem-kadri,https://www.eliteprospects.com/player/14728/nazem-kadri,https://www.eliteprospects.com/player/14728/nazem-kadri,https://www.eliteprospects.com/player/14728/nazem-kadri,Nazem Kadri,/players/k/kadrina01.html
https://www.eliteprospects.com/player/211807/andrey-kuzmenko,https://www.eliteprospects.com/player/211807/andrey-kuzmenko,https://www.eliteprospects.com/player/211807/andrey-kuzmenko,https://www.eliteprospects.com/player/211807/andrey-kuzmenko,Andrey Kuzmenko,/players/k/kuzmean01.html
https://www.eliteprospects.com/player/76376/ryan-lomberg,https://www.eliteprospects.com/player/76376/ryan-lomberg,https://www.eliteprospects.com/player/76376/ryan-lomberg,https://www.eliteprospects.com/player/76376/ryan-lomberg,Ryan Lomberg,/players/l/lombery01.html
https://www.eliteprospects.com/player/104045/anthony-mantha,https://www.eliteprospects.com/player/104045/anthony-mantha,https://www.eliteprospects.com/player/104045/anthony-mantha,https://www.eliteprospects.com/player/104045/anthony-mantha,Anthony Mantha,/players/m/manthan01.html
https://www.eliteprospects.com/player/341691/martin-pospisil,https://www.eliteprospects.com/player/341691/martin-pospisil,https://www.eliteprospects.com/player/341691/martin-pospisil,https://www.eliteprospects.com/player/341691/martin-pospisil,Martin Pospisil,/players/p/pospima01.html
https://www.eliteprospects.com/player/180925/kevin-rooney,https://www.eliteprospects.com/player/180925/kevin-rooney,https://www.eliteprospects.com/player/180925/kevin-rooney,https://www.eliteprospects.com/player/180925/kevin-rooney,Kevin Rooney,/players/r/rooneke01.html
https://www.eliteprospects.com/player/271111/yegor-sharangovich,https://www.eliteprospects.com/player/271111/yegor-sharangovich,https://www.eliteprospects.com/player/271111/yegor-sharangovich,https://www.eliteprospects.com/player/271111/yegor-sharangovich,Yegor Sharangovich,/players/s/sharaye01.html
https://www.eliteprospects.com/player/351805/connor-zary,https://www.eliteprospects.com/player/351805/connor-zary,https://www.eliteprospects.com/player/351805/connor-zary,https://www.eliteprospects.com/player/351805/connor-zary,Connor Zary,/players/z/zaryco01.html
https://www.eliteprospects.com/player/15205/frederik-andersen,https://www.eliteprospects.com/player/15205/frederik-andersen,https://www.eliteprospects.com/player/15205/frederik-andersen,,Frederik andersen,
https://www.eliteprospects.com/player/359578/pyotr-kochetkov,https://www.eliteprospects.com/player/359578/pyotr-kochetkov,https://www.eliteprospects.com/player/359578/pyotr-kochetkov,,Pyotr kochetkov,
https://www.eliteprospects.com/player/9103/brent-burns,https://www.eliteprospects.com/player/9103/brent-burns,https://www.eliteprospects.com/player/9103/brent-burns,https://www.eliteprospects.com/player/9103/brent-burns,Brent Burns,/players/b/burnsbr01.html
https://www.eliteprospects.com/player/205562/jalen-chatfield,https://www.eliteprospects.com/player/205562/jalen-chatfield,https://www.eliteprospects.com/player/205562/jalen-chatfield,https://www.eliteprospects.com/player/205562/jalen-chatfield,Jalen Chatfield,/players/c/chatfja01.html
https://www.eliteprospects.com/player/122787/shayne-gostisbehere,https://www.eliteprospects.com/player/122787/shayne-gostisbehere,https://www.eliteprospects.com/player/122787/shayne-gostisbehere,https://www.eliteprospects.com/player/122787/shayne-gostisbehere,Shayne Gostisbehere,/players/g/gostish01.html
https://www.eliteprospects.com/player/17758/dmitri-orlov,https://www.eliteprospects.com/player/17758/dmitri-orlov,https://www.eliteprospects.com/player/17758/dmitri-orlov,https://www.eliteprospects.com/player/17758/dmitri-orlov,Dmitri Orlov,/players/o/orlovdm01.html
https://www.eliteprospects.com/player/51926/joakim-ryan,https://www.eliteprospects.com/player/51926/joakim-ryan,https://www.eliteprospects.com/player/51926/joakim-ryan,https://www.eliteprospects.com/player/51926/joakim-ryan,Joakim Ryan,/players/r/ryanjo02.html
https://www.eliteprospects.com/player/97621/jaccob-slavin,https://www.eliteprospects.com/player/97621/jaccob-slavin,https://www.eliteprospects.com/player/97621/jaccob-slavin,https://www.eliteprospects.com/player/97621/jaccob-slavin,Jaccob Slavin,/players/s/slavija01.html
https://www.eliteprospects.com/player/160791/sean-walker,https://www.eliteprospects.com/player/160791/sean-walker,https://www.eliteprospects.com/player/160791/sean-walker,https://www.eliteprospects.com/player/160791/sean-walker,Sean Walker,/players/w/walkese01.html
https://www.eliteprospects.com/player/152111/sebastian-aho,https://www.eliteprospects.com/player/152111/sebastian-aho,https://www.eliteprospects.com/player/152111/sebastian-aho,https://www.eliteprospects.com/player/152111/sebastian-aho,Sebastian Aho,/players/a/ahose01.html
https://www.eliteprospects.com/player/88662/william-carrier,https://www.eliteprospects.com/player/88662/william-carrier,https://www.eliteprospects.com/player/88662/william-carrier,https://www.eliteprospects.com/player/88662/william-carrier,William Carrier,/players/c/carriwi01.html
https://www.eliteprospects.com/player/283916/jack-drury,https://www.eliteprospects.com/player/283916/jack-drury,https://www.eliteprospects.com/player/283916/jack-drury,https://www.eliteprospects.com/player/283916/jack-drury,Jack Drury,/players/d/druryja01.html
https://www.eliteprospects.com/player/10967/jesper-fast,https://www.eliteprospects.com/player/10967/jesper-fast,https://www.eliteprospects.com/player/10967/jesper-fast,https://www.eliteprospects.com/player/10967/jesper-fast,Jesper Fast,/players/f/fastje01.html
https://www.eliteprospects.com/player/148111/tyson-jost,https://www.eliteprospects.com/player/148111/tyson-jost,https://www.eliteprospects.com/player/148111/tyson-jost,https://www.eliteprospects.com/player/148111/tyson-jost,Tyson Jost,/players/j/jostty01.html
https://www.eliteprospects.com/player/363872/jesperi-kotkaniemi,https://www.eliteprospects.com/player/363872/jesperi-kotkaniemi,https://www.eliteprospects.com/player/363872/jesperi-kotkaniemi,https://www.eliteprospects.com/player/363872/jesperi-kotkaniemi,Jesperi Kotkaniemi,/players/k/kotkaje01.html
https://www.eliteprospects.com/player/177647/brendan-lemieux,https://www.eliteprospects.com/player/177647/brendan-lemieux,https://www.eliteprospects.com/player/177647/brendan-lemieux,https://www.eliteprospects.com/player/177647/brendan-lemieux,Brendan Lemieux,/players/l/lemiebr01.html
https://www.eliteprospects.com/player/44271/jordan-martinook,https://www.eliteprospects.com/player/44271/jordan-martinook,https://www.eliteprospects.com/player/44271/jordan-martinook,https://www.eliteprospects.com/player/44271/jordan-martinook,Jordan Martinook,/players/m/martijo01.html
https://www.eliteprospects.com/player/206755/eric-robinson,https://www.eliteprospects.com/player/206755/eric-robinson,https://www.eliteprospects.com/player/206755/eric-robinson,https://www.eliteprospects.com/player/206755/eric-robinson,Eric Robinson,/players/r/robiner01.html
https://www.eliteprospects.com/player/226309/jack-roslovic,https://www.eliteprospects.com/player/226309/jack-roslovic,https://www.eliteprospects.com/player/226309/jack-roslovic,https://www.eliteprospects.com/player/226309/jack-roslovic,Jack Roslovic,/players/r/rosloja01.html
https://www.eliteprospects.com/player/10157/jordan-staal,https://www.eliteprospects.com/player/10157/jordan-staal,https://www.eliteprospects.com/player/10157/jordan-staal,https://www.eliteprospects.com/player/10157/jordan-staal,Jordan Staal,/players/s/staaljo01.html
https://www.eliteprospects.com/player/328556/andrei-svechnikov,https://www.eliteprospects.com/player/328556/andrei-svechnikov,https://www.eliteprospects.com/player/328556/andrei-svechnikov,https://www.eliteprospects.com/player/328556/andrei-svechnikov,Andrei Svechnikov,/players/s/svechan01.html
https://www.eliteprospects.com/player/37133/laurent-brossoit,https://www.eliteprospects.com/player/37133/laurent-brossoit,https://www.eliteprospects.com/player/37133/laurent-brossoit,,Laurent brossoit,
https://www.eliteprospects.com/player/34797/petr-mrazek,https://www.eliteprospects.com/player/34797/petr-mrazek,https://www.eliteprospects.com/player/34797/petr-mrazek,,Petr mrazek,
https://www.eliteprospects.com/player/19170/t.j.-brodie,https://www.eliteprospects.com/player/19170/t.j.-brodie,https://www.eliteprospects.com/player/19170/t.j.-brodie,https://www.eliteprospects.com/player/19170/t.j.-brodie,T.J. Brodie,/players/b/broditj01.html
https://www.eliteprospects.com/player/90355/seth-jones,https://www.eliteprospects.com/player/90355/seth-jones,https://www.eliteprospects.com/player/90355/seth-jones,https://www.eliteprospects.com/player/90355/seth-jones,Seth Jones,/players/j/jonesse01.html
https://www.eliteprospects.com/player/516605/kevin-korchinski,https://www.eliteprospects.com/player/516605/kevin-korchinski,https://www.eliteprospects.com/player/516605/kevin-korchinski,https://www.eliteprospects.com/player/516605/kevin-korchinski,Kevin Korchinski,/players/k/korchke01.html
